"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.538696969E1,-5.961456299E-1,1.067474365E0,2.003997803E0,2.347530261E0
1.539197457E1,-5.609893799E-1,1.151626587E0,2.033294678E0,2.403172929E0
1.539700997E1,-5.274353027E-1,1.230987549E0,2.051940918E0,2.450301997E0
1.540201486E1,-5.029296875E-1,1.271469116E0,2.064712524E0,2.476410667E0
1.540705026E1,-4.858856201E-1,1.301300049E0,2.075897217E0,2.497762180E0
1.541205514E1,-4.741668701E-1,1.332717896E0,2.086563110E0,2.520856367E0
1.541709054E1,-4.699096680E-1,1.370544434E0,2.096679688E0,2.548582518E0
1.542209542E1,-4.779052734E-1,1.409423828E0,2.106262207E0,2.578993886E0
1.542713082E1,-5.034637451E-1,1.440307617E0,2.113723755E0,2.606873585E0
1.543213570E1,-5.455474854E-1,1.465347290E0,2.116912842E0,2.631764564E0
1.543717111E1,-5.998687744E-1,1.488250732E0,2.115310669E0,2.655046518E0
1.544217599E1,-6.637878418E-1,1.508483887E0,2.115844727E0,2.681965108E0
1.544721139E1,-7.367553711E-1,1.521804810E0,2.127029419E0,2.717158903E0
1.545221627E1,-8.203887939E-1,1.522872925E0,2.154739380E0,2.763165126E0
1.545725167E1,-9.157257080E-1,1.512222290E0,2.201599121E0,2.823545381E0
1.546225656E1,-1.016921997E0,1.501571655E0,2.262329102E0,2.899479393E0
1.546729196E1,-1.117065430E0,1.504760742E0,2.332092285E0,2.991787842E0
1.547229684E1,-1.210266113E0,1.523941040E0,2.411987305E0,3.099164906E0
1.547733224E1,-1.294418335E0,1.559097290E0,2.500946045E0,3.218856055E0
1.548233712E1,-1.367401123E0,1.600097656E0,2.585098267E0,3.333591365E0
1.548737252E1,-1.426513672E0,1.626205444E0,2.636764526E0,3.410573642E0
1.549237740E1,-1.462738037E0,1.626205444E0,2.638900757E0,3.427527377E0
1.549741281E1,-1.482971191E0,1.620346069E0,2.598953247E0,3.402834542E0
1.550241769E1,-1.492034912E0,1.617675781E0,2.527038574E0,3.350965095E0
1.550745309E1,-1.495758057E0,1.607025146E0,2.432769775E0,3.276917876E0
1.551245797E1,-1.495223999E0,1.579330444E0,2.328903198E0,3.186498010E0
1.551749337E1,-1.486175537E0,1.533523560E0,2.224502563E0,3.083638093E0
1.552249825E1,-1.457946777E0,1.478668213E0,2.122772217E0,2.969550534E0
1.552753365E1,-1.410537720E0,1.415817261E0,2.022644043E0,2.843456365E0
1.553253854E1,-1.353012085E0,1.336990356E0,1.925170898E0,2.706375418E0
1.553757394E1,-1.295486450E0,1.232589722E0,1.829299927E0,2.558104921E0
1.554257882E1,-1.239028931E0,1.109542847E0,1.731826782E0,2.401145981E0
1.554761422E1,-1.182037354E0,9.753265381E-1,1.630615234E0,2.237717633E0
1.555261910E1,-1.121322632E0,8.379058838E-1,1.532089233E0,2.075270617E0
1.555765450E1,-1.057937622E0,7.169952393E-1,1.443130493E0,1.927677308E0
1.556265939E1,-9.897613525E-1,6.168670654E-1,1.368041992E0,1.797690575E0
1.556769479E1,-9.130554199E-1,5.268554688E-1,1.308914185E0,1.680625844E0
1.557269967E1,-8.273010254E-1,4.378967285E-1,1.267364502E0,1.575561269E0
1.557773507E1,-7.314300537E-1,3.473510742E-1,1.240203857E0,1.481130751E0
1.558273995E1,-6.275634766E-1,2.546691895E-1,1.223159790E0,1.398145981E0
1.558777535E1,-5.258331299E-1,1.699829102E-1,1.209304810E0,1.329591213E0
1.559278024E1,-4.390106201E-1,1.028747559E-1,1.194931030E0,1.277174110E0
1.559781564E1,-3.766937256E-1,4.748535156E-2,1.175750732E0,1.235533410E0
1.560282052E1,-3.399505615E-1,-4.577636719E-4,1.148590088E0,1.197842136E0
1.560785592E1,-3.250274658E-1,-4.412841797E-2,1.109176636E0,1.156660270E0
1.561286080E1,-3.245086670E-1,-8.728027344E-2,1.053253174E0,1.105561382E0
1.561789620E1,-3.287658691E-1,-1.325531006E-1,9.813385010E-1,1.043399528E0
1.562290109E1,-3.255615234E-1,-1.751556396E-1,8.966522217E-1,9.698737084E-1
1.562793649E1,-3.053283691E-1,-2.167053223E-1,8.007812500E-1,8.839893778E-1
1.563294137E1,-2.664489746E-1,-2.582550049E-1,7.006530762E-1,7.928464144E-1
1.563797677E1,-2.115783691E-1,-2.934112549E-1,6.031799316E-1,7.033360511E-1
1.564298165E1,-1.497955322E-1,-3.173675537E-1,5.152893066E-1,6.234452142E-1
1.564801705E1,-8.482360840E-2,-3.285522461E-1,4.375305176E-1,5.536917705E-1
1.565302194E1,-2.409362793E-2,-3.285522461E-1,3.682861328E-1,4.941272680E-1
1.565805734E1,2.703857422E-2,-3.221588135E-1,3.032989502E-1,4.432918212E-1
1.566306222E1,7.177734375E-2,-3.120422363E-1,2.404479980E-1,4.004217578E-1
1.566809762E1,1.181182861E-1,-2.987365723E-1,1.786651611E-1,3.675822478E-1
1.567310250E1,1.719055176E-1,-2.768859863E-1,1.163482666E-1,3.460553071E-1
1.567813790E1,2.337036133E-1,-2.412109375E-1,5.509948730E-2,3.403469535E-1
1.568317330E1,2.954864502E-1,-1.911315918E-1,-5.096435547E-3,3.519509927E-1
1.568817819E1,3.498077393E-1,-1.330871582E-1,-6.314086914E-2,3.795581846E-1
1.569321359E1,3.945465088E-1,-7.821655273E-2,-1.196136475E-1,4.196334131E-1
1.569821847E1,4.360961914E-1,-3.826904297E-2,-1.739349365E-1,4.710602615E-1
1.570325387E1,4.760437012E-1,-1.057434082E-2,-2.234649658E-1,5.259905066E-1
1.570825875E1,5.149230957E-1,1.179504395E-2,-2.708740234E-1,5.819429990E-1
1.571329415E1,5.570068359E-1,3.363037109E-2,-3.220062256E-1,6.442636312E-1
1.571829904E1,6.033477783E-1,5.546569824E-2,-3.779296875E-1,7.140979162E-1
1.572333444E1,6.523437500E-1,7.571411133E-2,-4.391937256E-1,7.900481779E-1
1.572833932E1,7.008209229E-1,9.222412109E-2,-5.020446777E-1,8.670087156E-1
1.573337472E1,7.471618652E-1,1.028747559E-1,-5.638275146E-1,9.416663605E-1
1.573837960E1,7.881622314E-1,1.108703613E-1,-6.234741211E-1,1.011044964E0
1.574341500E1,8.243865967E-1,1.199188232E-1,-6.809997559E-1,1.075989987E0
1.574841988E1,8.579406738E-1,1.369628906E-1,-7.358703613E-1,1.138563227E0
1.575345529E1,8.898925781E-1,1.651916504E-1,-7.885894775E-1,1.200445936E0
1.575846017E1,9.170684814E-1,2.046051025E-1,-8.386535645E-1,1.259451328E0
1.576349557E1,9.367675781E-1,2.536163330E-1,-8.860626221E-1,1.314139152E0
1.576850045E1,9.282531738E-1,3.020782471E-1,-9.302673340E-1,1.348444487E0
1.577353585E1,8.515472412E-1,2.946166992E-1,-9.766082764E-1,1.328794728E0
1.577854073E1,7.088012695E-1,1.998138428E-1,-1.017089844E0,1.255705603E0
1.578357614E1,4.419555664E-1,1.838378906E-1,-1.028808594E0,1.134710631E0
1.578858102E1,5.366516113E-2,3.468170166E-1,-1.016021729E0,1.074924251E0
1.579361642E1,-1.641845703E-1,5.124664307E-1,-9.702148438E-1,1.109457191E0
1.579862130E1,-3.315734863E-2,6.243286133E-1,-8.615570068E-1,1.064502749E0
1.580365670E1,3.056030273E-1,7.995605469E-1,-7.012481689E-1,1.106543841E0
1.580866158E1,6.992187500E-1,1.032318115E0,-5.643615723E-1,1.368609344E0
1.581369698E1,1.110412598E0,1.225662231E0,-5.132293701E-1,1.731666373E0
1.581870187E1,1.506149292E0,1.371597290E0,-5.526428223E-1,2.110729472E0
1.582373727E1,1.826797485E0,1.507431030E0,-6.431884766E-1,2.454226717E0
1.582874215E1,2.022277832E0,1.615554810E0,-7.438507080E-1,2.693128079E0
1.583377755E1,2.061691284E0,1.658691406E0,-8.402557373E-1,2.776302908E0
1.583878243E1,1.963684082E0,1.584655762E0,-9.350738525E-1,2.691013223E0
1.584381783E1,1.794311523E0,1.370010376E0,-1.033599854E0,2.482903730E0
1.584882272E1,1.614807129E0,1.043502808E0,-1.134811401E0,2.232553939E0
1.585385812E1,1.455551147E0,6.573486328E-1,-1.234405518E0,2.018537428E0
1.585886300E1,1.326660156E0,2.674560547E-1,-1.329742432E0,1.897307262E0
1.586389840E1,1.233978271E0,-8.142089844E-2,-1.409103394E0,1.874807753E0
1.586890328E1,1.175918579E0,-3.695678711E-1,-1.455978394E0,1.907678694E0
1.587393868E1,1.143966675E0,-5.895538330E-1,-1.460235596E0,1.946412461E0
1.587894357E1,1.123199463E0,-7.322998047E-1,-1.413909912E0,1.948584429E0
1.588397897E1,1.101348877E0,-7.733001709E-1,-1.316436768E0,1.882543032E0
1.588898385E1,1.073654175E0,-7.184448242E-1,-1.175277710E0,1.746474720E0
1.589401925E1,1.040634155E0,-6.092529297E-1,-1.013366699E0,1.575125596E0
1.589902413E1,9.985504150E-1,-4.745025635E-1,-8.663635254E-1,1.404578717E0
1.590405953E1,9.468841553E-1,-3.413391113E-1,-7.571716309E-1,1.259528035E0
1.590906442E1,8.835144043E-1,-2.518615723E-1,-6.937866211E-1,1.151247945E0
1.591409982E1,8.105316162E-1,-2.332153320E-1,-6.687469482E-1,1.076370463E0
1.591910470E1,7.349090576E-1,-2.758331299E-1,-6.671600342E-1,1.030183357E0
1.592414010E1,6.688537598E-1,-3.551940918E-1,-6.692810059E-1,1.010675645E0
1.592914498E1,6.203918457E-1,-4.377441406E-1,-6.613006592E-1,1.006888542E0
1.593418038E1,5.910949707E-1,-4.974060059E-1,-6.394500732E-1,1.002847144E0
1.593918527E1,5.788421631E-1,-5.485382080E-1,-6.043090820E-1,1.000570778E0
1.594422067E1,5.761871338E-1,-5.927429199E-1,-5.595550537E-1,9.982172311E-1
1.594922555E1,5.809783936E-1,-6.252288818E-1,-5.121612549E-1,9.953673691E-1
1.595426095E1,5.910949707E-1,-6.475982666E-1,-4.727478027E-1,9.961261287E-1
1.595926583E1,6.049346924E-1,-6.614532471E-1,-4.487762451E-1,1.002430296E0
1.596430123E1,6.198577881E-1,-6.694488525E-1,-4.450531006E-1,1.015114627E0
1.596930612E1,6.347656250E-1,-6.683807373E-1,-4.642181396E-1,1.032065255E0
1.597434152E1,6.464843750E-1,-6.534576416E-1,-5.052337646E-1,1.048909001E0
1.597934640E1,6.512756348E-1,-6.231079102E-1,-5.616912842E-1,1.062036025E0
1.598438180E1,6.464843750E-1,-5.810241699E-1,-6.213531494E-1,1.068461918E0
1.598938668E1,6.331787109E-1,-5.314941406E-1,-6.719512939E-1,1.065326167E0
1.599442208E1,6.161346436E-1,-4.745025635E-1,-7.055053711E-1,1.050005910E0
1.599942697E1,5.974884033E-1,-4.148406982E-1,-7.214813232E-1,1.024509881E0
1.600446237E1,5.772399902E-1,-3.567810059E-1,-7.241516113E-1,9.924183839E-1
1.600949777E1,5.554046631E-1,-3.104553223E-1,-7.236175537E-1,9.635762611E-1
1.601450265E1,5.341033936E-1,-2.816925049E-1,-7.252044678E-1,9.436835393E-1
1.601953805E1,5.154571533E-1,-2.763671875E-1,-7.332000732E-1,9.379004460E-1
1.602454293E1,5.000152588E-1,-2.960662842E-1,-7.459869385E-1,9.456040482E-1
1.602957833E1,4.872283936E-1,-3.402709961E-1,-7.598266602E-1,9.646307126E-1
1.603458322E1,4.760437012E-1,-4.089813232E-1,-7.699584961E-1,9.933375126E-1
1.603961862E1,4.653930664E-1,-4.963378906E-1,-7.720794678E-1,1.029100924E0
1.604462350E1,4.547424316E-1,-5.948791504E-1,-7.646179199E-1,1.070192715E0
1.604965890E1,4.419555664E-1,-6.944732666E-1,-7.459869385E-1,1.110906996E0
1.605466378E1,4.291687012E-1,-7.882232666E-1,-7.172241211E-1,1.148865585E0
1.605969918E1,4.195861816E-1,-8.686523438E-1,-6.778106689E-1,1.178998202E0
1.606470406E1,4.147949219E-1,-9.330902100E-1,-6.335906982E-1,1.201727648E0
1.606973946E1,4.121246338E-1,-9.804992676E-1,-5.861968994E-1,1.214434985E0
1.607474435E1,4.110565186E-1,-1.012985229E0,-5.414581299E-1,1.219952230E0
1.607977975E1,4.084014893E-1,-1.034820557E0,-5.052337646E-1,1.221845538E0
1.608478463E1,4.046783447E-1,-1.050811768E0,-4.764709473E-1,1.222699676E0
1.608982003E1,4.025421143E-1,-1.065185547E0,-4.578247070E-1,1.227299420E0
1.609482491E1,4.030761719E-1,-1.077972412E0,-4.477081299E-1,1.234883594E0
1.609986031E1,4.046783447E-1,-1.088088989E0,-4.461059570E-1,1.243669062E0
1.610486520E1,4.051971436E-1,-1.090759277E0,-4.514312744E-1,1.248090831E0
1.610990060E1,4.030761719E-1,-1.079574585E0,-4.668884277E-1,1.243356943E0
1.611490548E1,4.020080566E-1,-1.052398682E0,-4.908447266E-1,1.228853941E0
1.611994088E1,4.036102295E-1,-1.008193970E0,-5.212097168E-1,1.204581200E0
1.612494576E1,4.084014893E-1,-9.506683350E-1,-5.563659668E-1,1.174778766E0
1.612998116E1,4.142608643E-1,-8.840942383E-1,-5.904541016E-1,1.140995500E0
1.613498605E1,4.174499512E-1,-8.164520264E-1,-6.224060059E-1,1.108263330E0
1.614002145E1,4.190521240E-1,-7.589263916E-1,-6.506347656E-1,1.083927834E0
1.614502633E1,4.201202393E-1,-7.189788818E-1,-6.740722656E-1,1.071356648E0
1.615006173E1,4.211883545E-1,-6.987304688E-1,-6.948547363E-1,1.071656196E0
1.615506661E1,4.217224121E-1,-6.939392090E-1,-7.124328613E-1,1.080260154E0
1.616010201E1,4.222564697E-1,-6.982116699E-1,-7.246704102E-1,1.091305304E0
1.616510690E1,4.222564697E-1,-7.083282471E-1,-7.300109863E-1,1.101338037E0
1.617014230E1,4.206542969E-1,-7.211151123E-1,-7.273406982E-1,1.107240504E0
1.617514718E1,4.201202393E-1,-7.285614014E-1,-7.188110352E-1,1.106341735E0
1.618018258E1,4.211883545E-1,-7.344207764E-1,-7.044372559E-1,1.101365223E0
1.618518746E1,4.222564697E-1,-7.466735840E-1,-6.868591309E-1,1.098907381E0
1.619022286E1,4.201202393E-1,-7.594604492E-1,-6.666259766E-1,1.094381735E0
1.619522775E1,4.163970947E-1,-7.706451416E-1,-6.469116211E-1,1.088933019E0
1.620026315E1,4.131927490E-1,-7.786254883E-1,-6.304016113E-1,1.083693725E0
1.620526803E1,4.110565186E-1,-7.807617188E-1,-6.197509766E-1,1.078261376E0
1.621030343E1,4.110565186E-1,-7.754364014E-1,-6.149597168E-1,1.071655041E0
1.621530831E1,4.142608643E-1,-7.626495361E-1,-6.186828613E-1,1.065839979E0
1.622034371E1,4.211883545E-1,-7.429504395E-1,-6.287994385E-1,1.060548782E0
1.622534860E1,4.307708740E-1,-7.221679688E-1,-6.442565918E-1,1.059318969E0
1.623038400E1,4.408874512E-1,-7.040557861E-1,-6.618194580E-1,1.062111712E0
1.623538888E1,4.494171143E-1,-6.918182373E-1,-6.793975830E-1,1.068723206E0
1.624042428E1,4.552764893E-1,-6.902160645E-1,-6.948547363E-1,1.080045370E0
1.624542916E1,4.573974609E-1,-7.014007568E-1,-7.060394287E-1,1.095293173E0
1.625046456E1,4.568634033E-1,-7.280273438E-1,-7.145538330E-1,1.117736625E0
1.625546944E1,4.526062012E-1,-7.631835938E-1,-7.204132080E-1,1.142933402E0
1.626050485E1,4.472808838E-1,-8.015289307E-1,-7.230834961E-1,1.168485583E0
1.626550973E1,4.371643066E-1,-8.340301514E-1,-7.230834961E-1,1.187252571E0
1.627054513E1,4.238433838E-1,-8.484039307E-1,-7.198791504E-1,1.190654624E0
1.627555001E1,4.084014893E-1,-8.361511230E-1,-7.124328613E-1,1.171964615E0
1.628058541E1,3.940124512E-1,-7.999420166E-1,-7.033691406E-1,1.135729365E0
1.628559030E1,3.812408447E-1,-7.509307861E-1,-6.927185059E-1,1.090458874E0
1.629062570E1,3.700561523E-1,-6.976776123E-1,-6.815338135E-1,1.043160556E0
1.629563058E1,3.572692871E-1,-6.497344971E-1,-6.724853516E-1,1.001015888E0
1.630066598E1,3.386230469E-1,-6.092529297E-1,-6.634216309E-1,9.622800842E-1
1.630567086E1,3.146514893E-1,-5.767669678E-1,-6.543731689E-1,9.272917227E-1
1.631070626E1,2.885589600E-1,-5.533294678E-1,-6.463775635E-1,8.984674328E-1
1.631571114E1,2.635192871E-1,-5.410766602E-1,-6.410522461E-1,8.792919589E-1
1.632074655E1,2.358245850E-1,-5.432128906E-1,-6.378631592E-1,8.703808875E-1
1.632578195E1,2.049407959E-1,-5.634460449E-1,-6.389312744E-1,8.761879643E-1
1.633078683E1,1.799011230E-1,-6.044616699E-1,-6.495819092E-1,9.053700797E-1
1.633582223E1,1.745758057E-1,-6.593170166E-1,-6.666259766E-1,9.537116089E-1
1.634082711E1,1.825714111E-1,-7.088623047E-1,-6.804656982E-1,9.994256619E-1
1.634586251E1,1.809692383E-1,-7.397460938E-1,-6.911163330E-1,1.028404558E0
1.635086740E1,1.564636230E-1,-7.669067383E-1,-7.007141113E-1,1.050536566E0
1.635590280E1,1.181182861E-1,-8.121948242E-1,-7.102966309E-1,1.085418659E0
1.636090768E1,8.082580566E-2,-8.697052002E-1,-7.177581787E-1,1.130529411E0
1.636594308E1,5.366516113E-2,-9.192504883E-1,-7.225494385E-1,1.170461063E0
1.637094796E1,3.822326660E-2,-9.512023926E-1,-7.278747559E-1,1.198352482E0
1.637598336E1,3.076171875E-2,-9.709167480E-1,-7.353363037E-1,1.218337020E0
1.638098824E1,2.650451660E-2,-9.852905273E-1,-7.491760254E-1,1.238048719E0
1.638602364E1,2.330017090E-2,-9.959411621E-1,-7.694244385E-1,1.258751629E0
1.639102853E1,1.692199707E-2,-9.991455078E-1,-7.944488525E-1,1.276607645E0
1.639606393E1,7.324218750E-3,-9.970092773E-1,-8.210906982E-1,1.291615685E0
1.640106881E1,-6.561279297E-4,-9.991455078E-1,-8.445129395E-1,1.308240911E0
1.640610421E1,-3.860473633E-3,-1.010330200E0,-8.620910645E-1,1.328150225E0
1.641110909E1,-7.583618164E-3,-1.020446777E0,-8.706207275E-1,1.341398370E0
1.641614449E1,-1.664733887E-2,-1.019912720E0,-8.738098145E-1,1.343146560E0
1.642114938E1,-3.315734863E-2,-1.015655518E0,-8.764801025E-1,1.341966062E0
1.642618478E1,-5.499267578E-2,-1.014053345E0,-8.839416504E-1,1.346358504E0
1.643118966E1,-7.150268555E-2,-1.010330200E0,-9.020385742E-1,1.356301344E0
1.643622506E1,-7.736206055E-2,-9.906158447E-1,-9.302673340E-1,1.361139946E0
1.644122994E1,-8.482360840E-2,-9.400177002E-1,-9.633026123E-1,1.348621609E0
1.644626534E1,-1.023864746E-1,-8.617248535E-1,-9.941864014E-1,1.319643631E0
1.645127023E1,-1.290283203E-1,-7.690429688E-1,-1.020294189E0,1.284163396E0
1.645630563E1,-1.519317627E-1,-6.784973145E-1,-1.038925171E0,1.250122945E0
1.646131051E1,-1.588592529E-1,-6.028594971E-1,-1.049575806E0,1.220772381E0
1.646634591E1,-1.503295898E-1,-5.325622559E-1,-1.049575806E0,1.186520507E0
1.647135079E1,-1.391448975E-1,-4.617156982E-1,-1.040527344E0,1.146839065E0
1.647638619E1,-1.279602051E-1,-4.010009766E-1,-1.022415161E0,1.105670999E0
1.648139108E1,-1.162414551E-1,-3.610534668E-1,-9.947204590E-1,1.064584648E0
1.648642648E1,-1.114501953E-1,-3.408050537E-1,-9.584960938E-1,1.023368942E0
1.649143136E1,-1.226348877E-1,-3.285522461E-1,-9.164276123E-1,9.812367006E-1
1.649646676E1,-1.428680420E-1,-3.376159668E-1,-8.716888428E-1,9.456411883E-1
1.650147164E1,-1.540527344E-1,-4.137725830E-1,-8.301391602E-1,9.402505095E-1
1.650650704E1,-1.508636475E-1,-5.751647949E-1,-7.955169678E-1,9.931876094E-1
1.651151193E1,-1.524658203E-1,-7.844848633E-1,-7.630310059E-1,1.104933773E0
1.651654733E1,-1.870880127E-1,-1.012985229E0,-7.268066406E-1,1.260709678E0
1.652155221E1,-2.611236572E-1,-1.231369019E0,-6.852569580E-1,1.433189563E0
1.652658761E1,-3.489990234E-1,-1.370925903E0,-6.367950439E-1,1.551369098E0
1.653159249E1,-4.257049561E-1,-1.409805298E0,-5.787353516E-1,1.582311693E0
1.653662789E1,-4.725799561E-1,-1.360260010E0,-5.110931396E-1,1.528023333E0
1.654163278E1,-4.880218506E-1,-1.240417480E0,-4.290618896E-1,1.400319591E0
1.654666818E1,-4.816284180E-1,-1.066253662E0,-3.305358887E-1,1.215778260E0
1.655167306E1,-4.550018311E-1,-8.526611328E-1,-2.202758789E-1,9.912512984E-1
1.655670846E1,-4.028015137E-1,-6.444091797E-1,-9.671020508E-2,7.660712200E-1
1.656171334E1,-3.287658691E-1,-4.824829102E-1,4.603576660E-2,5.856586438E-1
1.656674874E1,-2.440795898E-1,-3.791503906E-1,2.063598633E-1,4.958974270E-1
1.657175362E1,-1.583251953E-1,-3.413391113E-1,3.768005371E-1,5.325015504E-1
1.657678902E1,-8.322143555E-2,-3.429412842E-1,5.456542969E-1,6.498254715E-1
1.658179391E1,-2.995300293E-2,-3.466644287E-1,6.990509033E-1,7.808620710E-1
1.658682931E1,2.532958984E-3,-3.455963135E-1,8.279418945E-1,8.971794740E-1
1.659183419E1,1.692199707E-2,-3.461303711E-1,9.296722412E-1,9.921608054E-1
1.659686959E1,1.585388184E-2,-3.477325439E-1,1.007980347E0,1.066392820E0
1.660187448E1,-6.561279297E-4,-3.504028320E-1,1.066558838E0,1.122644347E0
1.660690988E1,-3.794860840E-2,-3.530578613E-1,1.111312866E0,1.166664578E0
1.661191476E1,-9.812927246E-2,-3.589172363E-1,1.148056030E0,1.206848617E0
1.661695016E1,-1.774902344E-1,-3.701019287E-1,1.185348511E0,1.254403967E0
1.662195504E1,-2.691040039E-1,-3.908691406E-1,1.229553223E0,1.317951736E0
1.662699044E1,-3.655090332E-1,-4.180450439E-1,1.282287598E0,1.397361798E0
1.663199532E1,-4.619140625E-1,-4.398803711E-1,1.342468262E0,1.486297539E0
1.663703073E1,-5.540618896E-1,-4.515991211E-1,1.410644531E0,1.581405810E0
1.664206612E1,-6.360931396E-1,-4.553222656E-1,1.490005493E0,1.682869341E0
1.664707101E1,-7.032012939E-1,-4.505310059E-1,1.581085205E0,1.788099738E0
1.665210641E1,-7.522125244E-1,-4.420013428E-1,1.678024292E0,1.891283795E0
1.665711129E1,-7.820281982E-1,-4.318847656E-1,1.769638062E0,1.982349975E0
1.666214669E1,-7.900238037E-1,-4.201660156E-1,1.845275879E0,2.050785255E0
1.666715157E1,-7.745819092E-1,-4.031219482E-1,1.900665283E0,2.091653164E0
1.667218698E1,-7.388916016E-1,-3.754272461E-1,1.934219360E0,2.104307713E0
1.667719186E1,-6.866912842E-1,-3.264312744E-1,1.950729370E0,2.093668401E0
1.668222726E1,-6.259765625E-1,-2.507934570E-1,1.970443726E0,2.082640749E0
1.668723214E1,-5.647125244E-1,-1.597137451E-1,2.007720947E0,2.091734237E0
1.669226754E1,-5.103912354E-1,-5.851745605E-2,2.059387207E0,2.122498333E0
1.669727242E1,-4.651184082E-1,5.227661133E-2,2.118515015E0,2.169602232E0
1.670230782E1,-4.267730713E-1,1.545410156E-1,2.180297852E0,2.227042187E0
1.670731271E1,-3.942718506E-1,2.493438721E-1,2.242080688E0,2.290097918E0
1.671234811E1,-3.639221191E-1,3.335113525E-1,2.303329468E0,2.355630652E0
1.671735299E1,-3.276977539E-1,4.091339111E-1,2.361923218E0,2.419392003E0
1.672238839E1,-2.845611572E-1,4.783782959E-1,2.419982910E0,2.483170983E0
1.672739327E1,-2.355499268E-1,5.454864502E-1,2.473251343E0,2.543621717E0
1.673242867E1,-1.854858398E-1,6.115417480E-1,2.517456055E0,2.597301156E0
1.673743356E1,-1.386108398E-1,6.893005371E-1,2.548873901E0,2.644070037E0
1.674246896E1,-1.018676758E-1,7.718658447E-1,2.564865112E0,2.680426636E0
1.674747384E1,-7.843017578E-2,8.538818359E-1,2.561126709E0,2.700858290E0
1.675250924E1,-6.990051270E-2,9.375152588E-1,2.534500122E0,2.703240983E0
1.675751412E1,-7.948303223E-2,9.849090576E-1,2.489761353E0,2.678670379E0
1.676254952E1,-1.141052246E-1,9.897003174E-1,2.432235718E0,2.628363998E0
1.676755441E1,-1.684417725E-1,9.907684326E-1,2.365127563E0,2.569790480E0
1.677258981E1,-2.371520996E-1,1.007278442E0,2.290023804E0,2.512978313E0
1.677759469E1,-3.159790039E-1,1.046691895E0,2.212783813E0,2.468161028E0
1.678263009E1,-4.006652832E-1,1.099960327E0,2.133956909E0,2.433971545E0
1.678763497E1,-4.874877930E-1,1.157485962E0,2.058853149E0,2.411699482E0
1.679267037E1,-5.748443604E-1,1.210754395E0,1.989089966E0,2.398510191E0
1.679767526E1,-6.584625244E-1,1.250701904E0,1.929428101E0,2.391761055E0
1.680271066E1,-7.367553711E-1,1.273605347E0,1.879364014E0,2.386815483E0
1.680771554E1,-8.043975830E-1,1.282119751E0,1.843139648E0,2.384963373E0
1.681275094E1,-8.576660156E-1,1.266143799E0,1.820236206E0,2.377387423E0
1.681775582E1,-9.002838135E-1,1.239517212E0,1.809051514E0,2.370565595E0
1.682279122E1,-9.402313232E-1,1.222473145E0,1.810653687E0,2.378432741E0
1.682779610E1,-9.732513428E-1,1.207015991E0,1.823974609E0,2.393948444E0
1.683283151E1,-9.961547852E-1,1.187850952E0,1.850067139E0,2.413723816E0
1.683783639E1,-1.014266968E0,1.172927856E0,1.890548706E0,2.445132235E0
1.684287179E1,-1.046218872E0,1.177200317E0,1.941146851E0,2.499685102E0
1.684787667E1,-1.108535767E0,1.212341309E0,1.991210938E0,2.581384123E0
1.685291207E1,-1.200683594E0,1.262954712E0,2.026367188E0,2.672612893E0
